metric,stat,Noisy,Demucs,FullSubNet
PESQ,mean,1.5862536185408291,2.65002129747443,2.89788360546713
PESQ,stdev,0.4547039549702406,0.631431597157704,0.6708797269917554
STOI,mean,0.9154262506940077,0.9649541328487803,0.9640446491435207
STOI,stdev,0.06510829741617469,0.03317137044143668,0.035344441816576186
fwSNRSeg,mean,12.610476212836799,17.113371342634686,16.93949485229241
fwSNRSeg,stdev,4.982360034907776,3.767216847397699,4.395788353870134
